route_id,service_id,trip_id,trip_headsign,shape_id,block_id
32,1744,2192996:563884:568383,St. Lawrence College,1773,568383
502,1755,2199505:563885:568457,Express - Downtown via Bayridge/Front,1516,568457
6B,1746,2203936:563886:568470,B - Gardiners Centre,1419,568470
2,1746,2203651:563887:568248,Division Street,1784,568248
22,1746,2203950:563888:568926,First Canada via MacCauley,1443,568926
602,1744,2193953:563889:568489,Express - Innovation / Highway 15 via CFB,1576,568489
502,1744,2194555:563890:568295,Express - Cataraqui Centre via Princess,1501,568295
801,1745,2183781:563891:568936,Express - Cataraqui Centre via Brock/Bath,1468,568936
701,1746,2204110:563892:568997,Express - Cataraqui Centre via Brock/Bath,1377,568997
13,1746,2204475:563893:568301,Cataraqui North,1441,568301
14,1746,2204438:563894:569174,Cataraqui North,1390,569174
701,1745,2183938:563895:568964,Express - Cataraqui Centre via Downtown,1610,568964
802,1744,2193040:563896:568989,Express - Montreal Street Park & Ride,1312,568989
602,1745,2183875:563898:568348,Express - Innovation / Highway 15 via CFB,1576,568348
501,1753,2199395:563900:568992,Express - Cataraqui Centre via Front/Bayridge,1506,568992
501,1758,2199395:563900:569211,Express - Cataraqui Centre via Front/Bayridge,1506,569211
702,1744,2193154:563901:568982,Express - King's Crossing via Division,1584,568982
22,1744,2193852:563902:568267,A - Innovation / Highway 15,1725,568267
31,1755,2181039:563903:568361,Providence Care Hospital,1763,568361
16,1745,2183505:563904:568538,First Canada,1849,568538
4,1745,2183345:563905:568564,Downtown via Princess St,1169,568564
502,1746,2203597:563906:568470,Express - Downtown via Bayridge/Front,1516,568470
14,1759,2193751:563908:569181,Cataraqui North,1390,569181
11,1753,2181501:563909:568916,Cataraqui Centre,1854,568916
11,1758,2181501:563909:569197,Cataraqui Centre,1854,569197
22,1746,2203953:563910:568516,First Canada via MacCauley,1443,568516
501,1744,2194546:563911:568295,Express - Downtown via Princess St,1117,568295
802,1746,2204127:563912:568938,Express - Montreal Street Park & Ride,1312,568938
19,1753,2181143:563913:568960,Cataraqui Centre,974,568960
19,1758,2181143:563913:569214,Cataraqui Centre,974,569214
7,1745,2183673:563914:568443,Cataraqui Centre,1394,568443
701,1753,2182203:563915:568898,Express - Cataraqui Centre via Downtown,1610,568898
701,1758,2182203:563915:569209,Express - Cataraqui Centre via Downtown,1610,569209
13,1755,2181748:563916:568365,Cataraqui North,1441,568365
14,1755,2181775:563917:568559,Cataraqui North,1390,568559
2,1744,2193075:563918:568417,Train Station,1820,568417
502,1744,2192859:563919:568240,Express - Cataraqui Centre via Princess,1501,568240
7B,1746,2204060:563920:568420,Bus Terminal,1417,568420
701,1746,2204331:563921:568955,Express - Cataraqui Centre via Brock/Bath,1377,568955
502,1745,2183109:563922:568961,Express - Cataraqui Centre via Princess,1501,568961
502,1746,2203601:563923:568944,Express - Cataraqui Centre via Princess,1501,568944
602,1753,2182404:563924:568891,A - Express - Innovation / Highway 15,1574,568891
602,1758,2182404:563924:569207,A - Express - Innovation / Highway 15,1574,569207
502,1744,2194553:563925:568240,Express - Cataraqui Centre via Princess,1501,568240
32,1746,2203690:563926:568239,St. Lawrence College,1773,568239
701,1746,2204171:563927:568991,Express - Cataraqui Centre via Brock/Bath,1377,568991
90A,1754,2203445:563928:568366,Loyalist Link - Odessa,1690,568366
6B,1745,2183474:563929:568961,B - Gardiners Centre,1419,568961
702,1746,2204305:563930:568912,Express - King's Crossing via Division,1584,568912
802,1745,2183757:563931:568978,Express - Montreal Street Park & Ride,1312,568978
502,1744,2192843:563932:568329,Express - Downtown via Bayridge/Front,1516,568329
602,1745,2183907:563933:568351,Express - Innovation / Highway 15 via CFB,1576,568351
6,1744,2194045:563934:568436,B - Gardiners Centre,1732,568436
501,1746,2203487:563935:568470,Express - Downtown via Princess St,1117,568470
701,1746,2204335:563936:568884,Express - Cataraqui Centre via Brock/Bath,1377,568884
22,1746,2203921:563937:569002,Innovation / Highway 15,1727,569002
502,1745,2183123:563938:568564,Express - Downtown via Bayridge/Front,1516,568564
602,1745,2183902:563939:568351,Express - Innovation / Highway 15 via CFB,1576,568351
7,1746,2204481:563940:569175,Bus Terminal,1855,569175
501,1744,2192809:563941:568402,Express - Cataraqui Centre via Front/Bayridge,1506,568402
701,1745,2183708:563943:568961,Express - Cataraqui Centre via Brock/Bath,1377,568961
11,1746,2203762:563944:569179,Cataraqui Centre,1859,569179
1,1744,2193322:563945:568477,St. Lawrence College,1769,568477
502,1755,2199532:563946:568242,Express - Cataraqui Centre via Princess,1501,568242
N1,1745,2194879:563947:568443,Princess / Midland,1829,568443
1,1753,2181360:563948:568958,Montreal Street,1778,568958
1,1758,2181360:563948:569204,Montreal Street,1778,569204
12,1755,2182323:563949:568283,St. Lawrence College,1825,568283
502,1755,2199521:563951:568913,Express - Cataraqui Centre via Princess,1501,568913
22,1744,2193617:563952:568267,Innovation / Highway 15,1727,568267
1,1745,2183232:563953:568308,Montreal Street,1778,568308
701,1744,2195176:563954:568885,Express - Cataraqui Centre via Downtown,1610,568885
16,1744,2193599:563955:568296,St. Lawrence College,1853,568296
N1,1746,2204489:563956:568292,Bus Terminal,1834,568292
16,1753,2192632:563957:568891,First Canada,1852,568891
16,1758,2192632:563957:569207,First Canada,1852,569207
801,1746,2204143:563958:568935,Express - Cataraqui Centre via Brock/Bath,1468,568935
32,1744,2193014:563960:568513,St. Lawrence College,1773,568513
1,1744,2193324:563961:568477,St. Lawrence College,1769,568477
602,1755,2181282:563962:568504,Express - Innovation / Highway 15 via CFB,1471,568504
602,1744,2193936:563963:568489,Express - Innovation / Highway 15 via CFB,1576,568489
11,1753,2181503:563964:568957,Cataraqui Centre,1854,568957
11,1758,2181503:563964:569191,Cataraqui Centre,1854,569191
4,1745,2183369:563965:568901,Cataraqui Centre via Princess St,1499,568901
22,1753,2192670:563967:568970,Innovation / Highway 15,1727,568970
22,1758,2192670:563967:569196,Innovation / Highway 15,1727,569196
6B,1746,2203935:563968:568446,B - Gardiners Centre,1419,568446
501,1746,2203800:563969:568470,Express - Cataraqui Centre via Front/Bayridge,1506,568470
602,1755,2182385:563970:568495,Express - Innovation / Highway 15 via CFB,1576,568495
6,1755,2181529:563971:568490,Saint Lawrence College,1761,568490
1,1753,2181419:563972:568970,Montreal Street,1778,568970
1,1758,2181419:563972:569196,Montreal Street,1778,569196
19A,1753,2181884:563973:568958,Westbrook,1088,568958
19A,1758,2181884:563973:569204,Westbrook,1088,569204
502,1746,2203587:563974:568250,Express - Downtown via Bayridge/Front,1516,568250
22,1755,2192650:563977:568504,A - Innovation / Highway 15,1725,568504
10,1744,2193812:563978:568533,Cataraqui Centre,1396,568533
702,1745,2183989:563980:568975,Express - King's Crossing via Division,1584,568975
7,1755,2181700:563981:568323,Cataraqui Centre,1418,568323
22,1745,2183484:563982:568980,First Canada via MacCauley,1443,568980
16,1755,2192618:563983:568502,First Canada,1849,568502
2,1745,2183139:563985:568394,Division Street,1784,568394
801,1755,2182172:563986:568895,Express - Cataraqui Centre via Brock/Bath,1468,568895
13,1746,2204467:563988:568522,Cataraqui North,1441,568522
1,1744,2193310:563989:568513,St. Lawrence College,1769,568513
502,1744,2194559:563991:568521,Express - Downtown via Bayridge/Front,1516,568521
701,1755,2182183:563993:568914,Express - Cataraqui Centre via Downtown,1610,568914
2,1746,2203654:563994:568248,Train Station,1820,568248
16,1755,2192723:563995:568260,St. Lawrence College,1853,568260
19,1744,2193558:563996:568295,Woodhaven,826,568295
501,1746,2203859:563997:568470,Express - Cataraqui Centre via Front/Bayridge,1506,568470
13,1746,2204470:563998:568238,Cataraqui North,1441,568238
7,1760,2184181:564000:569203,Cataraqui Centre,1569,569203
22,1746,2203912:564001:568516,Innovation / Highway 15,1727,568516
4,1755,2199573:564002:568242,Cataraqui Centre via Princess St,1499,568242
13,1745,2194861:564003:568312,Cataraqui North,1441,568312
501,1746,2203532:564004:569174,Express - Downtown via Princess St,1117,569174
802,1755,2182151:564006:569001,Express - Montreal Street Park & Ride,1312,569001
501,1746,2203497:564007:568292,Express - Cataraqui Centre via Front/Bayridge,1506,568292
501,1753,2199290:564008:568945,Express - Downtown via Princess St,993,568945
501,1758,2199290:564008:569182,Express - Downtown via Princess St,993,569182
19,1753,2181142:564009:568960,Woodhaven,826,568960
19,1758,2181142:564009:569214,Woodhaven,826,569214
19A,1753,2181101:564010:568970,Westbrook,1044,568970
19A,1758,2181101:564010:569196,Westbrook,1044,569196
32,1744,2192968:564012:568477,St. Lawrence College,1773,568477
16,1744,2193607:564013:568296,St. Lawrence College,1853,568296
1,1744,2193319:564014:568513,Montreal Street,1778,568513
2,1746,2203661:564015:568453,Train Station,1820,568453
31,1744,2192975:564016:568477,Providence Care Hospital,1763,568477
502,1745,2183127:564017:568377,Express - Cataraqui Centre via Princess,1501,568377
4,1745,2183400:564019:568564,Cataraqui Centre via Princess St,1502,568564
14,1755,2181771:564020:568502,Cataraqui North,1390,568502
31,1744,2192985:564021:568290,Providence Care Hospital,1763,568290
15,1745,2183431:564022:568451,Cataraqui Centre,1842,568451
2,1755,2181313:564023:568414,Train Station,1820,568414
32,1744,2193001:564024:568497,St. Lawrence College,1773,568497
12,1755,2182333:564025:568524,St. Lawrence College,1825,568524
502,1755,2199542:564027:568487,Express - Cataraqui Centre via Princess,1501,568487
601,1745,2183887:564028:568348,Express - Queen's/KGH via CFB Kingston,1832,568348
4,1745,2183348:564029:568940,Cataraqui Centre via Princess St,1499,568940
2,1755,2181349:564030:568414,Division Street,1784,568414
1,1753,2181380:564032:568923,Montreal Street,1778,568923
1,1758,2181380:564032:569185,Montreal Street,1778,569185
2,1746,2204434:564033:568454,B - Bus Terminal,1570,568454
32,1745,2183218:564035:568496,St. Lawrence College,1773,568496
802,1755,2182143:564036:568895,Express - Montreal Street Park & Ride,1312,568895
501,1760,2183041:564037:569176,Express - Cataraqui Centre via Front/Bayridge,1506,569176
11,1759,2193414:564038:569205,Cataraqui Centre,1859,569205
12,1755,2182297:564039:568948,St. Lawrence College,1762,568948
701,1745,2183751:564040:568978,Express - Cataraqui Centre via Brock/Bath,1377,568978
31,1744,2192960:564041:568330,Providence Care Hospital,1763,568330
802,1755,2182138:564042:568910,Express - Montreal Street Park & Ride,1312,568910
802,1753,2199607:564043:568994,Express - Montreal Street Park & Ride,1312,568994
802,1758,2199607:564043:569201,Express - Montreal Street Park & Ride,1312,569201
4,1744,2193572:564044:568240,Downtown via Princess St,1169,568240
32,1744,2192971:564045:568477,St. Lawrence College,1773,568477
802,1744,2193880:564046:568989,Express - Montreal Street Park & Ride,1312,568989
22,1744,2193855:564047:568267,A - First Canada,1438,568267
N1,1755,2199597:564048:568414,Princess / Midland,1829,568414
13,1755,2181746:564049:568361,Cataraqui North,1441,568361
10,1744,2193967:564050:568329,Cataraqui Centre,1568,568329
16,1746,2203972:564051:568996,First Canada,1849,568996
502,1745,2183122:564052:568564,Express - Cataraqui Centre via Princess,1501,568564
16,1744,2193680:564053:568296,First Canada,1852,568296
7,1753,2182424:564054:568931,Cataraqui Centre,1394,568931
7,1758,2182424:564054:569208,Cataraqui Centre,1394,569208
2,1744,2193093:564055:568471,Train Station,1820,568471
701,1744,2193149:564056:568947,Express - Cataraqui Centre via Brock/Bath,1377,568947
702,1755,2182214:564057:568990,Express - King's Crossing via Division,1584,568990
31,1744,2192980:564059:568290,B - Kingston Centre,1790,568290
11,1760,2183291:564060:569210,Cataraqui Centre,1859,569210
7,1744,2193701:564061:568485,Cataraqui Centre,1418,568485
7,1745,2184183:564062:568538,Cataraqui Centre,1569,568538
22,1755,2192657:564063:568424,Innovation / Highway 15,1727,568424
7,1746,2204034:564064:568346,Grant Timmins/Dalton via John Counter Blvd,1385,568346
702,1759,2193186:564065:569205,Express - King's Crossing via Division,1584,569205
31,1744,2193006:564066:568497,Providence Care Hospital,1763,568497
2,1745,2183196:564067:568438,Division Street,1784,568438
802,1744,2193035:564069:569000,Express - Montreal Street Park & Ride,1312,569000
701,1746,2204358:564070:568997,Express - Cataraqui Centre via Downtown,1610,568997
10,1744,2193809:564071:568533,Amherstview,1362,568533
14,1746,2204018:564072:569194,Cataraqui North,1390,569194
19,1746,2203883:564073:568979,Cataraqui Centre,1300,568979
501,1744,2192820:564074:568920,Express - Downtown via Princess St,1117,568920
4,1745,2184080:564075:568564,Downtown via Princess St,1170,568564
801,1746,2204126:564076:568938,Express - Cataraqui Centre via Brock/Bath,1468,568938
16,1755,2192741:564077:568568,St. Lawrence College,1853,568568
1,1744,2193304:564078:568497,Montreal Street,1778,568497
501,1753,2199393:564079:568992,Express - Cataraqui Centre via Front/Bayridge,1506,568992
501,1758,2199393:564079:569211,Express - Cataraqui Centre via Front/Bayridge,1506,569211
15,1744,2193437:564080:568543,Cataraqui Centre,1810,568543
501,1753,2199291:564081:568945,Express - Downtown via Princess St,1117,568945
501,1758,2199291:564081:569182,Express - Downtown via Princess St,1117,569182
7,1759,2193713:564082:569212,Cataraqui Centre,1418,569212
32,1755,2181063:564083:568571,St. Lawrence College,1773,568571
32,1755,2181428:564084:568432,St. Lawrence College,1774,568432
6,1744,2193350:564086:568395,Saint Lawrence College,1761,568395
16,1755,2192638:564087:568361,First Canada,1852,568361
22,1744,2193845:564088:568267,A - First Canada,1438,568267
601,1755,2181275:564089:568390,Express - Queen's/KGH via CFB Kingston,1832,568390
19,1746,2203876:564090:568921,Woodhaven,826,568921
601,1753,2182336:564091:568891,A - Express - Queen's/KGH via Highway 15,1826,568891
601,1758,2182336:564091:569207,A - Express - Queen's/KGH via Highway 15,1826,569207
701,1755,2182250:564092:568973,Express - Cataraqui Centre via Downtown,1610,568973
6B,1746,2203934:564093:568944,B - Gardiners Centre,1419,568944
1,1745,2183265:564094:568396,St. Lawrence College,1769,568396
501,1759,2192825:564095:569193,Express - Cataraqui Centre via Front/Bayridge,1506,569193
601,1755,2182286:564096:568948,B - Express - Downtown,1828,568948
501,1760,2183038:564097:569203,Express - Downtown via Princess St,1117,569203
701,1746,2204384:564099:568473,Express - Cataraqui Centre via Brock/Bath,1377,568473
14,1755,2181772:564100:568487,Cataraqui North,1390,568487
602,1744,2193920:564101:568458,Express - Innovation / Highway 15 via CFB,1576,568458
